codigo_mun,total_homicidios,cod_dpto,municipio,poblacion,nombre_dpto,longitud,latitud,tasa_homicidios
19397,9,19,La Vega,26295,CAUCA,"-76,778771","2,001803",34.227039361095265
19418,5,19,López de Micay,19958,CAUCA,"-77,247803","2,846788",25.052610482012224
19450,17,19,Mercaderes,25097,CAUCA,"-77,164319","1,789193",67.73717974259871
19455,22,19,Miranda,33748,CAUCA,"-76,228722","3,254651",65.1890482398957
19473,22,19,Morales,42017,CAUCA,"-76,629106","2,754684",52.35975914510793
19513,5,19,Padilla,10607,CAUCA,"-76,313265","3,220984",47.13868200245121
19517,15,19,Páez,49628,CAUCA,"-75,970685","2,645724",30.22487305553317
19532,44,19,Patía,39406,CAUCA,"-76,981075","2,115875",111.65812312845759
19533,9,19,Piamonte,9807,CAUCA,"-76,327588","1,11754",91.77118384827163
19548,16,19,Piendamó - Tunía,43961,CAUCA,"-76,528615","2,64228",36.39589636268511
19573,44,19,Puerto Tejada,44610,CAUCA,"-76,417673","3,233254",98.6325935888814
19622,3,19,Rosas,12271,CAUCA,"-76,740336","2,260941",24.44788525792519
19698,127,19,Santander de Quilichao,118031,CAUCA,"-76,485141","3,015008",107.59885114927435
19743,17,19,Silvia,40404,CAUCA,"-76,379753","2,611927",42.07504207504207
19760,2,19,Sotará Paispamba,15010,CAUCA,"-76,613365","2,253156",13.324450366422385
19780,34,19,Suárez,34094,CAUCA,"-76,69357","2,959785",99.72429166422245
19785,3,19,Sucre,10044,CAUCA,"-76,926279","2,038237",29.86857825567503
19807,9,19,Timbío,38091,CAUCA,"-76,684476","2,349686",23.62762857367882
19809,3,19,Timbiquí,28111,CAUCA,"-77,667541","2,777312",10.671978940628223
19821,25,19,Toribío,37582,CAUCA,"-76,270284","2,953017",66.5212069607791
19824,4,19,Totoró,26580,CAUCA,"-76,403628","2,510252",15.048908954100828
19845,25,19,Villa Rica,22156,CAUCA,"-76,458025","3,17762",112.83625203105252
20001,123,20,Valledupar,567593,CESAR,"-73,259398","10,460472",21.670457528545985
20011,42,20,Aguachica,128425,CESAR,"-73,614027","8,306811",32.7039127895659
20013,22,20,Agustín Codazzi,70929,CESAR,"-73,238389","10,040454",31.016932425383132
20032,9,20,Astrea,23300,CESAR,"-73,975842","9,498062",38.62660944206009
20045,7,20,Becerril,25208,CESAR,"-73,278707","9,704404",27.76896223421136
20060,17,20,Bosconia,46856,CESAR,"-73,888761","9,975098",36.281372716407716
20175,10,20,Chimichagua,39670,CESAR,"-73,813278","9,25875",25.207965717166626
20178,16,20,Chiriguaná,32291,CESAR,"-73,599913","9,361058",49.54941005233656
20228,10,20,Curumaní,43557,CESAR,"-73,540843","9,201716",22.958422297219737
20238,19,20,El Copey,34993,CESAR,"-73,962703","10,149883",54.29657360043437
20250,11,20,El Paso,43619,CESAR,"-73,742012","9,668461",25.2183681423233
20295,1,20,Gamarra,17452,CESAR,"-73,737558","8,324793",5.730002292000917
20383,6,20,La Gloria,19962,CESAR,"-73,80321","8,619298",30.057108506161704
20400,8,20,La Jagua de Ibirico,54368,CESAR,"-73,334143","9,563752",14.714537963507945
20443,2,20,Manaure Balcón del Cesar,11765,CESAR,"-73,029472","10,390776",16.999575010624735
20517,8,20,Pailitas,21642,CESAR,"-73,625825","8,959399",36.96516033638296
20550,7,20,Pelaya,24170,CESAR,"-73,666735","8,689451",28.961522548613985
20570,4,20,Pueblo Bello,31317,CESAR,"-73,586211","10,417321",12.77261551234154
20614,11,20,Río de Oro,19557,CESAR,"-73,386393","8,292292",56.245845477322696
20621,12,20,La Paz,32358,CESAR,"-73,171365","10,387552",37.08511032820323
20710,9,20,San Alberto,30644,CESAR,"-73,393889","7,76111",29.369534003393813
20750,5,20,San Diego,22067,CESAR,"-73,181208","10,333039",22.658268001993928
20770,9,20,San Martín,31062,CESAR,"-73,510914","7,999855",28.97430944562488
20787,2,20,Tamalameque,17792,CESAR,"-73,812172","8,861725",11.241007194244604
23001,72,23,Montería,527456,CÓRDOBA,"-75,873096","8,759789",13.650427713401687
23068,1,23,Ayapel,49191,CÓRDOBA,"-75,146048","8,313838",2.0328921957268604
23079,3,23,Buenavista,22777,CÓRDOBA,"-75,480897","8,221187",13.17118145497651
23090,2,23,Canalete,16563,CÓRDOBA,"-76,241476","8,786939",12.075107166576103
23162,15,23,Cereté,114106,CÓRDOBA,"-75,796093","8,888532",13.145671568541532
23168,6,23,Chimá,19019,CÓRDOBA,"-75,626886","9,149698",31.5473999684526
23182,6,23,Chinú,51639,CÓRDOBA,"-75,399633","9,105473",11.619125079881485
23189,11,23,Ciénaga de Oro,63710,CÓRDOBA,"-75,620807","8,875794",17.26573536336525
23300,8,23,Cotorra,20538,CÓRDOBA,"-75,799216","9,037163",38.95218619145
23350,7,23,La Apartada,15806,CÓRDOBA,"-75,336031","8,050125",44.286979627989375
23417,14,23,Lorica,118451,CÓRDOBA,"-75,816084","9,240789",11.819233269453191
23419,1,23,Los Córdobas,20339,CÓRDOBA,"-76,35518","8,892098",4.916662569447858
23464,2,23,Momil,21094,CÓRDOBA,"-75,67796","9,240707",9.481369109699441
23466,25,23,Montelíbano,86647,CÓRDOBA,"-75,416818","7,973777",28.852701189885398
23500,2,23,Moñitos,32414,CÓRDOBA,"-76,1291","9,245223",6.17017338187203
23555,8,23,Planeta Rica,68822,CÓRDOBA,"-75,583241","8,4082",11.624189939263609
23570,7,23,Pueblo Nuevo,38645,CÓRDOBA,"-75,508035","8,504099",18.11359813688705
23580,10,23,Puerto Libertador,45416,CÓRDOBA,"-75,671761","7,888859",22.01867183371499
23586,2,23,Purísima de La Concepción,18581,CÓRDOBA,"-75,724987","9,239295",10.76368333243636
23660,12,23,Sahagún,116069,CÓRDOBA,"-75,445834","8,943048",10.338677855413591
23670,1,23,San Andrés Sotavento,50790,CÓRDOBA,"-75,50879","9,145448",1.9688915140775742
23672,9,23,San Antero,36581,CÓRDOBA,"-75,76112","9,376434",24.60293595035674
23675,2,23,San Bernardo del Viento,40064,CÓRDOBA,"-75,955107","9,35247",4.992012779552716
23678,12,23,San Carlos,29214,CÓRDOBA,"-75,698799","8,799282",41.07619634421852
23682,2,23,San José de Uré,14693,CÓRDOBA,"-75,533476","7,787303",13.611924045463827
23686,2,23,San Pelayo,55067,CÓRDOBA,"-75,835615","8,958436",3.6319392739753393
23807,9,23,Tierralta,99803,CÓRDOBA,"-76,059797","8,170612",9.017764997044177
23855,2,23,Valencia,38545,CÓRDOBA,"-76,150756","8,255016",5.1887404332598255
25001,1,25,Agua de Dios,14082,CUNDINAMARCA,"-74,669221","4,375309",7.10126402499645
25040,1,25,Anolaima,16554,CUNDINAMARCA,"-74,46384","4,7617",6.040836051709557
25126,1,25,Cajicá,101582,CUNDINAMARCA,"-74,02298","4,920009",0.9844263747514324
25148,2,25,Caparrapí,14809,CUNDINAMARCA,"-74,491045","5,34758",13.505300830576003
25175,6,25,Chía,163306,CUNDINAMARCA,"-74,05","4,866508",3.6740842345045497
25214,3,25,Cota,40316,CUNDINAMARCA,"-74,102569","4,812564",7.44121440619109
25245,3,25,El Colegio,29077,CUNDINAMARCA,"-74,442261","4,577951",10.31743302266396
25260,3,25,El Rosal,26052,CUNDINAMARCA,"-74,263103","4,850589",11.515430677107323
25269,24,25,Facatativá,171926,CUNDINAMARCA,"-74,350085","4,813353",13.95949420099345
25281,2,25,Fosca,6858,CUNDINAMARCA,"-73,93902","4,339093",29.163021289005545
25286,10,25,Funza,115217,CUNDINAMARCA,"-74,201528","4,710412",8.679274759801071
25290,16,25,Fusagasugá,170450,CUNDINAMARCA,"-74,37543","4,336723",9.386916984452919
25295,1,25,Gachancipá,20749,CUNDINAMARCA,"-73,873464","4,990947",4.819509373945733
25307,41,25,Girardot,123329,CUNDINAMARCA,"-74,798201","4,313069",33.244411290126415
25317,1,25,Guachetá,16018,CUNDINAMARCA,"-73,686972","5,383378",6.242976651267325
25320,6,25,Guaduas,37059,CUNDINAMARCA,"-74,603402","5,072076",16.19039909333765
25328,1,25,Guayabal de Síquima,5337,CUNDINAMARCA,"-74,467437","4,877968",18.737118231216037
25386,2,25,La Mesa,40004,CUNDINAMARCA,"-74,461588","4,631028",4.999500049995
25394,1,25,La Palma,11166,CUNDINAMARCA,"-74,391022","5,358816",8.955758552749417
25430,9,25,Madrid,139005,CUNDINAMARCA,"-74,265854","4,732791",6.474587245063128
25438,1,25,Medina,9404,CUNDINAMARCA,"-73,348449","4,506298",10.633772862611655
25473,20,25,Mosquera,155479,CUNDINAMARCA,"-74,221154","4,70653",12.86347352375562
25486,2,25,Nemocón,16093,CUNDINAMARCA,"-73,877888","5,068705",12.427763623935872
25489,1,25,Nimaima,4262,CUNDINAMARCA,"-74,38604","5,125992",23.46316283435007
25491,1,25,Nocaima,7299,CUNDINAMARCA,"-74,379093","5,069466",13.700506918755995
25506,1,25,Venecia,5033,CUNDINAMARCA,"-74,478301","4,089056",19.86886548778065
25530,2,25,Paratebueno,10165,CUNDINAMARCA,"-73,212825","4,374832",19.675356615838663
25572,3,25,Puerto Salgar,18781,CUNDINAMARCA,"-74,653695","5,465413",15.973590330653318
25592,1,25,Quebradanegra,5583,CUNDINAMARCA,"-74,48014","5,118076",17.911517105498834
25599,2,25,Apulo,9885,CUNDINAMARCA,"-74,593926","4,520304",20.23267577137076
25612,2,25,Ricaurte,15820,CUNDINAMARCA,"-74,772861","4,282113",12.642225031605562
25653,1,25,San Cayetano,5737,CUNDINAMARCA,"-74,024754","5,332938",17.43071291615827
25658,1,25,San Francisco,13083,CUNDINAMARCA,"-74,289672","4,972917",7.643506840938622
25662,3,25,San Juan de Rioseco,9699,CUNDINAMARCA,"-74,621919","4,847575",30.93102381688834
25718,1,25,Sasaima,12914,CUNDINAMARCA,"-74,432628","4,962167",7.7435341489855976
25740,10,25,Sibaté,41054,CUNDINAMARCA,"-74,257874","4,492625",24.358162420227018
25743,4,25,Silvania,26173,CUNDINAMARCA,"-74,405534","4,381981",15.28292515187407
25754,181,25,Soacha,806253,CUNDINAMARCA,"-74,215463","4,579268",22.449528869970095
25758,1,25,Sopó,31775,CUNDINAMARCA,"-73,943328","4,915395",3.147128245476003
25769,1,25,Subachoque,18064,CUNDINAMARCA,"-74,172773","4,929118",5.535872453498672
25772,1,25,Suesca,20760,CUNDINAMARCA,"-73,798227","5,103495",4.8169556840077075
25781,1,25,Sutatausa,7163,CUNDINAMARCA,"-73,853159","5,247482",13.96063102052213
25785,2,25,Tabio,26505,CUNDINAMARCA,"-74,096461","4,916832",7.545746085644218
25793,2,25,Tausa,9711,CUNDINAMARCA,"-73,887813","5,196333",20.595201318092883
25815,2,25,Tocaima,18885,CUNDINAMARCA,"-74,636296","4,459279",10.590415673815198
25817,3,25,Tocancipá,48318,CUNDINAMARCA,"-73,91207","4,964641",6.208866261020738
25839,1,25,Ubalá,9004,CUNDINAMARCA,"-73,531489","4,74762",11.106175033318525
25843,1,25,Villa de San Diego de Ubaté,52218,CUNDINAMARCA,"-73,814367","5,307463",1.9150484507258032
25845,1,25,Une,8330,CUNDINAMARCA,"-74,025183","4,40245",12.004801920768308
25862,1,25,Vergara,8050,CUNDINAMARCA,"-74,346163","5,117258",12.422360248447205
25875,4,25,Villeta,32655,CUNDINAMARCA,"-74,469686","5,012754",12.249272699433472
25878,2,25,Viotá,15739,CUNDINAMARCA,"-74,523131","4,43935",12.707287629455493
25899,16,25,Zipaquirá,160629,CUNDINAMARCA,"-73,994444","5,025477",9.96084144208082
27001,143,27,Quibdó,144610,CHOCÓ,"-76,638144","5,682166",98.88666067353572
27006,5,27,Acandí,15868,CHOCÓ,"-77,279951","8,512178",31.50995714645828
27050,3,27,Atrato,6841,CHOCÓ,"-76,635674","5,531419",43.8532378307265
27073,1,27,Bagadó,11843,CHOCÓ,"-76,416063","5,409681",8.443806467955755
27075,3,27,Bahía Solano,11477,CHOCÓ,"-77,401359","6,222807",26.139234991722578
27077,3,27,Bajo Baudó,33930,CHOCÓ,"-77,365717","4,954576",8.841732979664014
27150,1,27,Carmen del Darién,22154,CHOCÓ,"-76,970798","7,158294",4.513857542655954
27160,1,27,Cértegui,6203,CHOCÓ,"-76,607619","5,371373",16.12123166209898
27205,2,27,Condoto,13928,CHOCÓ,"-76,650683","5,091003",14.359563469270535
27245,1,27,El Carmen de Atrato,9273,CHOCÓ,"-76,142112","5,899789",10.783996549121104
27250,1,27,El Litoral del San Juan,25403,CHOCÓ,"-77,363702","4,259564",3.93654292800063
27361,18,27,Istmina,33814,CHOCÓ,"-76,68518","5,153946",53.23238895132194
27372,5,27,Juradó,7535,CHOCÓ,"-77,762751","7,103619",66.35700066357
27413,7,27,Lloró,10611,CHOCÓ,"-76,545147","5,49789",65.96927716520592
27425,1,27,Medio Atrato,12894,CHOCÓ,"-76,783042","5,994935",7.755545214828603
27491,7,27,Nóvita,10384,CHOCÓ,"-76,609467","4,956063",67.41140215716487
27495,1,27,Nuquí,18229,CHOCÓ,"-77,265507","5,709812",5.485764441274892
27580,7,27,Río Iró,5885,CHOCÓ,"-76,472925","5,1863",118.94647408666101
27600,2,27,Río Quito,9158,CHOCÓ,"-76,740684","5,483667",21.83882943874208
27615,5,27,Riosucio,63383,CHOCÓ,"-77,113156","7,436704",7.8885505577205235
27660,7,27,San José del Palmar,5697,CHOCÓ,"-76,234227","4,896954",122.87168685272951
27745,2,27,Sipí,3612,CHOCÓ,"-76,643453","4,65262",55.370985603543744
27787,12,27,Tadó,20154,CHOCÓ,"-76,558571","5,264873",59.54153021732659
27800,7,27,Unguía,14551,CHOCÓ,"-77,092538","8,04406",48.1066593361281
27810,5,27,Unión Panamericana,7492,CHOCÓ,"-76,630143","5,281108",66.73785371062466
41001,83,41,Neiva,384242,HUILA,"-75,277327","2,935432",21.600970221891412
41006,19,41,Acevedo,27138,HUILA,"-75,888706","1,805173",70.01252855774192
41013,2,41,Agrado,9491,HUILA,"-75,772022","2,25987",21.072595090085343
41016,1,41,Aipe,17547,HUILA,"-75,239017","3,223996",5.698979882601015
41020,22,41,Algeciras,24328,HUILA,"-75,315389","2,521674",90.43077934889838
41026,1,41,Altamira,4602,HUILA,"-75,788471","2,063841",21.7296827466319
41078,1,41,Baraya,8969,HUILA,"-75,054843","3,152204",11.14951499609767
41132,16,41,Campoalegre,33508,HUILA,"-75,325748","2,686767",47.749791094663955
41298,18,41,Garzón,78726,HUILA,"-75,627057","2,196493",22.864110967151895
41306,4,41,Gigante,26616,HUILA,"-75,547681","2,384031",15.028554253080852
41319,8,41,Guadalupe,19508,HUILA,"-75,757185","2,02426",41.00881689563256
41349,10,41,Hobo,7841,HUILA,"-75,447697","2,580812",127.53475322025251
41357,5,41,Íquira,10053,HUILA,"-75,634497","2,649359",49.73639709539441
41359,23,41,Isnos,27543,HUILA,"-76,217637","1,929467",83.50579094506772
41378,1,41,La Argentina,14061,HUILA,"-75,979763","2,198496",7.1118697105469035
41396,21,41,La Plata,66461,HUILA,"-75,891254","2,389263",31.597478220309657
41483,7,41,Nátaga,7028,HUILA,"-75,808756","2,5451",99.60159362549801
41503,6,41,Oporapa,12701,HUILA,"-75,995165","2,025088",47.24037477363987
41524,9,41,Palermo,28571,HUILA,"-75,435296","2,889649",31.500472507087608
41530,6,41,Palestina,12226,HUILA,"-76,133251","1,723725",49.075740225748405
41551,71,41,Pitalito,135688,HUILA,"-76,049441","1,852631",52.32592417899888
41615,6,41,Rivera,26458,HUILA,"-75,258753","2,777586",22.677451054501475
41660,4,41,Saladoblanco,11405,HUILA,"-76,044747","1,9934",35.072336694432266
41668,9,41,San Agustín,35994,HUILA,"-76,27036","1,881081",25.004167361226873
41676,2,41,Santa María,11293,HUILA,"-75,586223","2,939603",17.710085893916585
41770,15,41,Suaza,23832,HUILA,"-75,79525","1,976051",62.94058408862034
41791,1,41,Tarqui,19013,HUILA,"-75,823976","2,111325",5.259559248934939
41797,3,41,Tesalia,11610,HUILA,"-75,730271","2,486364",25.839793281653744
41799,5,41,Tello,12759,HUILA,"-75,138773","3,067538",39.18802413982287
41801,4,41,Teruel,8699,HUILA,"-75,567034","2,740968",45.982296815725945
41807,5,41,Timaná,23681,HUILA,"-75,932167","1,974539",21.113973227481946
44001,113,44,Riohacha,226715,LA GUAJIRA,"-72,911795","11,528588",49.84231303619081
44035,7,44,Albania,35785,LA GUAJIRA,"-72,61232","11,151628",19.561268687997767
44078,9,44,Barrancas,43744,LA GUAJIRA,"-72,793639","10,958669",20.574250182882224
44090,25,44,Dibulla,46710,LA GUAJIRA,"-73,307598","11,27155",53.521729822307854
44098,1,44,Distracción,15636,LA GUAJIRA,"-72,887405","10,898414",6.3954975697109235
44110,1,44,El Molino,8579,LA GUAJIRA,"-72,92673","10,653505",11.656370206317751
44279,12,44,Fonseca,51188,LA GUAJIRA,"-72,846319","10,886734",23.442994451824646
44430,32,44,Maicao,203769,LA GUAJIRA,"-72,242738","11,378535",15.704057044987216
44560,4,44,Manaure,98601,LA GUAJIRA,"-72,438739","11,773767",4.056753988296265
44650,9,44,San Juan del Cesar,55912,LA GUAJIRA,"-73,000629","10,769546",16.096723422521105
44847,1,44,Uribia,195532,LA GUAJIRA,"-72,265906","11,711904",0.5114252398584375
44874,4,44,Villanueva,33751,LA GUAJIRA,"-72,977583","10,608774",11.851500696275666
47001,198,47,Santa Marta,561281,MAGDALENA,"-74,199829","11,204679",35.276447982383154
47030,10,47,Algarrobo,17777,MAGDALENA,"-74,061132","10,188059",56.25246104517073
47053,18,47,Aracataca,45393,MAGDALENA,"-74,186702","10,589791",39.65369109774635
47058,5,47,Ariguaní,34117,MAGDALENA,"-74,236515","9,847047",14.655450361989624
47161,1,47,Cerro de San Antonio,11282,MAGDALENA,"-74,868474","10,325531",8.863676653075695
47170,5,47,Chibolo,24932,MAGDALENA,"-74,622242","10,026631",20.05454837157067
47189,96,47,Ciénaga,133601,MAGDALENA,"-74,241286","11,006654",71.8557495827127
47245,18,47,El Banco,74147,MAGDALENA,"-73,97437","9,008503",24.276100179373408
47258,1,47,El Piñón,25694,MAGDALENA,"-74,823094","10,402781",3.891959212267455
47268,14,47,El Retén,21875,MAGDALENA,"-74,268444","10,610488",64.0
47288,42,47,Fundación,75067,MAGDALENA,"-74,191453","10,514146",55.95001798393435
47318,2,47,Guamal,30354,MAGDALENA,"-74,223689","9,144354",6.588917440864466
47460,5,47,Nueva Granada,22349,MAGDALENA,"-74,391841","9,80186",22.37236565394425
47541,1,47,Pedraza,10544,MAGDALENA,"-74,9154","10,18825",9.484066767830045
47551,16,47,Pivijay,42136,MAGDALENA,"-74,613312","10,460707",37.97228023542814
47555,6,47,Plato,70559,MAGDALENA,"-74,784549","9,796713",8.503521875310025
47570,17,47,Puebloviejo,34212,MAGDALENA,"-74,28253","10,994766",49.69016719279785
47605,1,47,Remolino,12939,MAGDALENA,"-74,716172","10,701952",7.728572532653218
47660,1,47,Sabanas de San Ángel,17662,MAGDALENA,"-74,213946","10,032536",5.661872947571056
47703,4,47,San Zenón,13465,MAGDALENA,"-74,498992","9,245061",29.706646862235427
47707,5,47,Santa Ana,27959,MAGDALENA,"-74,566845","9,324294",17.883329160556528
47745,16,47,Sitionuevo,30855,MAGDALENA,"-74,720021","10,775285",51.85545292497164
47798,1,47,Tenerife,14922,MAGDALENA,"-74,859783","9,898273",6.701514542286557
47980,76,47,Zona Bananera,77793,MAGDALENA,"-74,140091","10,763024",97.69516537477664
50001,122,50,Villavicencio,585858,META,"-73,622601","4,126369",20.82415875519324
50006,11,50,Acacías,96750,META,"-73,766034","3,990413",11.369509043927648
50110,1,50,Barranca de Upía,7181,META,"-72,961083","4,566225",13.92563709789723
50150,2,50,Castilla la Nueva,15896,META,"-73,687302","3,830005",12.581781580271766
50226,4,50,Cumaral,25201,META,"-73,487052","4,270042",15.872386016427921
50251,2,50,El Castillo,8665,META,"-73,794225","3,563907",23.08136180034622
50313,17,50,Granada,76058,META,"-73,705815","3,547147",22.351363433169425
50318,4,50,Guamal,15593,META,"-73,768815","3,879657",25.652536394536007
50325,10,50,Mapiripán,7573,META,"-72,135509","2,896617",132.0480654958405
50330,3,50,Mesetas,12370,META,"-74,044328","3,382732",24.252223120452708
50350,9,50,La Macarena,29267,META,"-73,78661","2,177143",30.751358184986504
50370,2,50,Uribe,10124,META,"-74,351508","3,239634",19.755037534571315
50450,2,50,Puerto Concordia,9171,META,"-72,760209","2,624006",21.80787264202377
50568,16,50,Puerto Gaitán,46127,META,"-72,087649","4,314905",34.68684284692262
50573,13,50,Puerto López,33556,META,"-72,957324","4,09349",38.74120872571224
50577,3,50,Puerto Lleras,11461,META,"-73,37385","3,272117",26.175726376406946
50590,7,50,Puerto Rico,13832,META,"-73,206314","2,939621",50.607287449392715
50606,3,50,Restrepo,20176,META,"-73,565408","4,259556",14.86915146708961
50680,4,50,San Carlos de Guaroa,13620,META,"-73,242253","3,71065",29.368575624082233
50683,2,50,San Juan de Arama,9993,META,"-73,875832","3,373728",20.014009806864806
50689,6,50,San Martín,29867,META,"-73,695812","3,701899",20.08906150600998
50711,6,50,Vistahermosa,19392,META,"-73,750966","3,125579",30.940594059405942
52001,32,52,Pasto,413484,NARIÑO,"-77,278795","1,212352",7.73911445182885
52022,3,52,Aldana,7769,NARIÑO,"-77,700564","0,882381",38.615008366585144
52036,2,52,Ancuya,9108,NARIÑO,"-77,514512","1,263276",21.958717610891526
52079,18,52,Barbacoas,58608,NARIÑO,"-78,13765","1,671733",30.71253071253071
52083,2,52,Belén,6636,NARIÑO,"-77,015619","1,595681",30.13863773357444
52110,6,52,Buesaco,25063,NARIÑO,"-77,156463","1,381453",23.939672026493238
52203,1,52,Colón,8904,NARIÑO,"-77,019777","1,643878",11.230907457322552
52207,2,52,Consacá,14480,NARIÑO,"-77,466136","1,207854",13.812154696132598
52215,5,52,Córdoba,16338,NARIÑO,"-77,517897","0,854564",30.603501040519035
52224,3,52,Cuaspud Carlosama,9675,NARIÑO,"-77,728947","0,862978",31.007751937984498
52227,3,52,Cumbal,38792,NARIÑO,"-77,792505","0,906367",7.733553309960817
52233,7,52,Cumbitara,6188,NARIÑO,"-77,578616","1,647163",113.12217194570137
52240,1,52,Chachagüí,15949,NARIÑO,"-77,281869","1,360545",6.269985579033168
52250,6,52,El Charco,23249,NARIÑO,"-78,110217","2,479688",25.807561615553357
52254,1,52,El Peñol,7776,NARIÑO,"-77,438522","1,453567",12.86008230452675
52256,4,52,El Rosario,12935,NARIÑO,"-77,33417","1,745309",30.923850019327404
52258,1,52,El Tablón de Gómez,15092,NARIÑO,"-77,097101","1,427277",6.626027034190299
52260,3,52,El Tambo,14900,NARIÑO,"-77,390772","1,407913",20.13422818791946
52320,1,52,Guaitarilla,11990,NARIÑO,"-77,549824","1,129574",8.340283569641368
52352,1,52,Iles,7995,NARIÑO,"-77,521227","0,96952",12.507817385866167
52354,1,52,Imués,7994,NARIÑO,"-77,496339","1,05506",12.509382036527395
52356,38,52,Ipiales,121546,NARIÑO,"-77,646367","0,827732",31.263883632534185
52378,3,52,La Cruz,19528,NARIÑO,"-76,970504","1,601318",15.36255632937321
52381,1,52,La Florida,10516,NARIÑO,"-77,402882","1,29753",9.509319132750095
52385,2,52,La Llanada,6683,NARIÑO,"-77,58091","1,472892",29.92667963489451
52390,4,52,La Tola,7709,NARIÑO,"-78,189725","2,398999",51.88740433259826
